"lang","file","speaker","wd_ID","wd","start","end","ref","tx","ft","mb_ID","mb","ps","gl","ph_ID","ph"
"jeha1242","doreco_jeha1242_NarrLandscape2","CP","w002662","hayacɨp",406.06,406.473,"0107_doreco_jeha1242_NarrLandscape2","ha=ya=cɨp ba=pɛ̃w cabaŋ, ya=cɨp ba=ʔə̃h, ha=ʔacin","""shall I go to another branch or shall go this way, what do you think?""",NA,NA,NA,NA,"p009041 p009042 p009043 p009044 p009045 p009046 p009047","h a j a c 1 p"
"jeha1242","doreco_jeha1242_NarrLandscape2","CP","w002663","ba",406.473,406.796,"0107_doreco_jeha1242_NarrLandscape2","ha=ya=cɨp ba=pɛ̃w cabaŋ, ya=cɨp ba=ʔə̃h, ha=ʔacin","""shall I go to another branch or shall go this way, what do you think?""",NA,NA,NA,NA,"p009048 p009049","b a"
"jeha1242","doreco_jeha1242_NarrLandscape2","CP","w002664","<<wip>>",406.796,406.996,"0107_doreco_jeha1242_NarrLandscape2","ha=ya=cɨp ba=pɛ̃w cabaŋ, ya=cɨp ba=ʔə̃h, ha=ʔacin","""shall I go to another branch or shall go this way, what do you think?""",NA,NA,NA,NA,"p009050","<<wip>>"
"jeha1242","doreco_jeha1242_NarrLandscape2","CP","w002665","pɛ̃w",406.996,407.12,"0107_doreco_jeha1242_NarrLandscape2","ha=ya=cɨp ba=pɛ̃w cabaŋ, ya=cɨp ba=ʔə̃h, ha=ʔacin","""shall I go to another branch or shall go this way, what do you think?""",NA,NA,NA,NA,"p009051 p009052 p009053","p E~ w"
"jeha1242","doreco_jeha1242_NarrLandscape2","CP","w002666","cabaŋ",407.12,407.49,"0107_doreco_jeha1242_NarrLandscape2","ha=ya=cɨp ba=pɛ̃w cabaŋ, ya=cɨp ba=ʔə̃h, ha=ʔacin","""shall I go to another branch or shall go this way, what do you think?""",NA,NA,NA,NA,"p009054 p009055 p009056 p009057 p009058","c a b a N"
"jeha1242","doreco_jeha1242_NarrLandscape2","CP","w002767","yajəlʔɨl",453.55,453.94,"0120_doreco_jeha1242_NarrLandscape2","ya=jlʔɨl ba=pɛ̃w mit taniʔ","""I'll go down to another source over there""",NA,NA,NA,NA,"p009404 p009405 p009406 p009407 p009408 p009409 p009410 p009411","j a J\ @ l ? 1 l"
"jeha1242","doreco_jeha1242_NarrLandscape2","CP","w002768","ba",453.94,454.207,"0120_doreco_jeha1242_NarrLandscape2","ya=jlʔɨl ba=pɛ̃w mit taniʔ","""I'll go down to another source over there""",NA,NA,NA,NA,"p009412 p009413","b a"
"jeha1242","doreco_jeha1242_NarrLandscape2","CP","w002769","<<wip>>",454.207,454.375,"0120_doreco_jeha1242_NarrLandscape2","ya=jlʔɨl ba=pɛ̃w mit taniʔ","""I'll go down to another source over there""",NA,NA,NA,NA,"p009414","<<wip>>"
"jeha1242","doreco_jeha1242_NarrLandscape2","CP","w002770","pɛ̃w",454.375,454.65,"0120_doreco_jeha1242_NarrLandscape2","ya=jlʔɨl ba=pɛ̃w mit taniʔ","""I'll go down to another source over there""",NA,NA,NA,NA,"p009415 p009416 p009417","p E~ w"
"jeha1242","doreco_jeha1242_NarrLandscape2","CP","w002771","mit",454.65,454.847,"0120_doreco_jeha1242_NarrLandscape2","ya=jlʔɨl ba=pɛ̃w mit taniʔ","""I'll go down to another source over there""",NA,NA,NA,NA,"p009418 p009419 p009420","m i t"
"jeha1242","doreco_jeha1242_NarrLandscape2","CP","w002800","tuhmoh",468.281,468.761,"0123_doreco_jeha1242_NarrLandscape2","ʔoʔ tu<h>moh k=mit, mit jlmɔl ton lɛh","the source grows together, the source on that mountain",NA,NA,NA,NA,"p009515 p009516 p009517 p009518 p009519 p009520","t u h m o h"
"jeha1242","doreco_jeha1242_NarrLandscape2","CP","w002801","kə",468.761,469.205,"0123_doreco_jeha1242_NarrLandscape2","ʔoʔ tu<h>moh k=mit, mit jlmɔl ton lɛh","the source grows together, the source on that mountain",NA,NA,NA,NA,"p009521 p009522","k @"
"jeha1242","doreco_jeha1242_NarrLandscape2","CP","w002802","<<wip>>",469.205,469.625,"0123_doreco_jeha1242_NarrLandscape2","ʔoʔ tu<h>moh k=mit, mit jlmɔl ton lɛh","the source grows together, the source on that mountain",NA,NA,NA,NA,"p009523","<<wip>>"
"jeha1242","doreco_jeha1242_NarrLandscape2","CP","w002803","mit",469.625,470.16,"0123_doreco_jeha1242_NarrLandscape2","ʔoʔ tu<h>moh k=mit, mit jlmɔl ton lɛh","the source grows together, the source on that mountain",NA,NA,NA,NA,"p009524 p009525 p009526","m i t"
"jeha1242","doreco_jeha1242_NarrLandscape2","CP","w002804","<p:>",470.16,470.24,"0123_doreco_jeha1242_NarrLandscape2","ʔoʔ tu<h>moh k=mit, mit jlmɔl ton lɛh","the source grows together, the source on that mountain",NA,NA,NA,NA,"p009527","<p:>"
"jeha1242","doreco_jeha1242_NarrLandscape2","CP","w002858","heʔ",494.8,494.91,"0131_doreco_jeha1242_NarrLandscape2","heʔ ya=cɨk ba=titɛp taniʔ, pɛ̃w mit ba=titɛp taniʔ","""we will wade across to the other side, there's another source on that other side""",NA,NA,NA,NA,"p009717 p009718 p009719","h e ?"
"jeha1242","doreco_jeha1242_NarrLandscape2","CP","w002859","ya",494.91,495.164,"0131_doreco_jeha1242_NarrLandscape2","heʔ ya=cɨk ba=titɛp taniʔ, pɛ̃w mit ba=titɛp taniʔ","""we will wade across to the other side, there's another source on that other side""",NA,NA,NA,NA,"p009720 p009721","j a"
"jeha1242","doreco_jeha1242_NarrLandscape2","CP","w002860","<<wip>>",495.164,495.246,"0131_doreco_jeha1242_NarrLandscape2","heʔ ya=cɨk ba=titɛp taniʔ, pɛ̃w mit ba=titɛp taniʔ","""we will wade across to the other side, there's another source on that other side""",NA,NA,NA,NA,"p009722","<<wip>>"
"jeha1242","doreco_jeha1242_NarrLandscape2","CP","w002861","cɨk",495.246,495.62,"0131_doreco_jeha1242_NarrLandscape2","heʔ ya=cɨk ba=titɛp taniʔ, pɛ̃w mit ba=titɛp taniʔ","""we will wade across to the other side, there's another source on that other side""",NA,NA,NA,NA,"p009723 p009724 p009725","c 1 k"
"jeha1242","doreco_jeha1242_NarrLandscape2","CP","w002862","ba",495.62,495.874,"0131_doreco_jeha1242_NarrLandscape2","heʔ ya=cɨk ba=titɛp taniʔ, pɛ̃w mit ba=titɛp taniʔ","""we will wade across to the other side, there's another source on that other side""",NA,NA,NA,NA,"p009726 p009727","b a"
"jeha1242","doreco_jeha1242_NarrLandscape2","CP","w002863","<<wip>>",495.874,496.219,"0131_doreco_jeha1242_NarrLandscape2","heʔ ya=cɨk ba=titɛp taniʔ, pɛ̃w mit ba=titɛp taniʔ","""we will wade across to the other side, there's another source on that other side""",NA,NA,NA,NA,"p009728","<<wip>>"
"jeha1242","doreco_jeha1242_NarrLandscape2","CP","w002864","titɛp",496.219,496.65,"0131_doreco_jeha1242_NarrLandscape2","heʔ ya=cɨk ba=titɛp taniʔ, pɛ̃w mit ba=titɛp taniʔ","""we will wade across to the other side, there's another source on that other side""",NA,NA,NA,NA,"p009729 p009730 p009731 p009732 p009733","t i t E p"
"jeha1242","doreco_jeha1242_NarrLandscape2","CP","w002865","taniʔ",496.65,497.06,"0131_doreco_jeha1242_NarrLandscape2","heʔ ya=cɨk ba=titɛp taniʔ, pɛ̃w mit ba=titɛp taniʔ","""we will wade across to the other side, there's another source on that other side""",NA,NA,NA,NA,"p009734 p009735 p009736 p009737 p009738","t a n i ?"
"jeha1242","doreco_jeha1242_NarrLandscape2","CP","w002914","heʔ",518.71,518.802,"0136_doreco_jeha1242_NarrLandscape2","lpas ton heʔ ya=tros","""then we'll go straight""",NA,NA,NA,NA,"p009917 p009918 p009919","h e ?"
"jeha1242","doreco_jeha1242_NarrLandscape2","CP","w002915","ya",518.802,519.128,"0136_doreco_jeha1242_NarrLandscape2","lpas ton heʔ ya=tros","""then we'll go straight""",NA,NA,NA,NA,"p009920 p009921","j a"
"jeha1242","doreco_jeha1242_NarrLandscape2","CP","w002916","<<wip>>",519.128,519.692,"0136_doreco_jeha1242_NarrLandscape2","lpas ton heʔ ya=tros","""then we'll go straight""",NA,NA,NA,NA,"p009922","<<wip>>"
"jeha1242","doreco_jeha1242_NarrLandscape2","CP","w002917","tros",519.692,520.121,"0136_doreco_jeha1242_NarrLandscape2","lpas ton heʔ ya=tros","""then we'll go straight""",NA,NA,NA,NA,"p009923 p009924 p009925 p009926","t r o s"
"jeha1242","doreco_jeha1242_NarrLandscape2","CP","w002918","<p:>",520.121,521.357,"<p:>","<p:>","<p:>",NA,NA,NA,NA,"p009927","<p:>"
"jeha1242","doreco_jeha1242_NarrLandscape2","CP","w002966","bɛr",549.153,549.468,"0147_doreco_jeha1242_NarrLandscape2","pasaʔ bɛr ka=buboʔ, bɛr ka=twar","""because fishtraps X""",NA,NA,NA,NA,"p010072 p010073 p010074","b E r"
"jeha1242","doreco_jeha1242_NarrLandscape2","CP","w002967","kab",549.468,549.775,"0147_doreco_jeha1242_NarrLandscape2","pasaʔ bɛr ka=buboʔ, bɛr ka=twar","""because fishtraps X""",NA,NA,NA,NA,"p010075 p010076 p010077","k a b"
"jeha1242","doreco_jeha1242_NarrLandscape2","CP","w002968","<<wip>>",549.775,550.464,"0147_doreco_jeha1242_NarrLandscape2","pasaʔ bɛr ka=buboʔ, bɛr ka=twar","""because fishtraps X""",NA,NA,NA,NA,"p010078","<<wip>>"
"jeha1242","doreco_jeha1242_NarrLandscape2","CP","w002969","buboʔ",550.464,550.942,"0147_doreco_jeha1242_NarrLandscape2","pasaʔ bɛr ka=buboʔ, bɛr ka=twar","""because fishtraps X""",NA,NA,NA,NA,"p010079 p010080 p010081 p010082 p010083","b u b o ?"
"jeha1242","doreco_jeha1242_NarrLandscape2","CP","w002970","<p:>",550.942,552.095,"0147_doreco_jeha1242_NarrLandscape2","pasaʔ bɛr ka=buboʔ, bɛr ka=twar","""because fishtraps X""",NA,NA,NA,NA,"p010084","<p:>"
"jeha1242","doreco_jeha1242_NarrLandscape2","CP","w003162","sampɛy",648.128,648.747,"0177_doreco_jeha1242_NarrLandscape2","mɛy wel heʔ ya=... heʔ ya=rkruk-ruk ʔoʔ tə̃h sampɛy ba=jlmɔl ʔoʔ titɨh","""what now? shall we move along the main course here to the mountain up there?""",NA,NA,NA,NA,"p010721 p010722 p010723 p010724 p010725 p010726","s a m p E j"
"jeha1242","doreco_jeha1242_NarrLandscape2","CP","w003163","ba",648.747,649.116,"0177_doreco_jeha1242_NarrLandscape2","mɛy wel heʔ ya=... heʔ ya=rkruk-ruk ʔoʔ tə̃h sampɛy ba=jlmɔl ʔoʔ titɨh","""what now? shall we move along the main course here to the mountain up there?""",NA,NA,NA,NA,"p010727 p010728","b a"
"jeha1242","doreco_jeha1242_NarrLandscape2","CP","w003164","<<wip>>",649.116,649.369,"0177_doreco_jeha1242_NarrLandscape2","mɛy wel heʔ ya=... heʔ ya=rkruk-ruk ʔoʔ tə̃h sampɛy ba=jlmɔl ʔoʔ titɨh","""what now? shall we move along the main course here to the mountain up there?""",NA,NA,NA,NA,"p010729","<<wip>>"
"jeha1242","doreco_jeha1242_NarrLandscape2","CP","w003165","jəlmɔl",649.369,649.786,"0177_doreco_jeha1242_NarrLandscape2","mɛy wel heʔ ya=... heʔ ya=rkruk-ruk ʔoʔ tə̃h sampɛy ba=jlmɔl ʔoʔ titɨh","""what now? shall we move along the main course here to the mountain up there?""",NA,NA,NA,NA,"p010730 p010731 p010732 p010733 p010734 p010735","J\ @ l m O l"
"jeha1242","doreco_jeha1242_NarrLandscape2","CP","w003166","ʔoʔ",649.786,649.86,"0177_doreco_jeha1242_NarrLandscape2","mɛy wel heʔ ya=... heʔ ya=rkruk-ruk ʔoʔ tə̃h sampɛy ba=jlmɔl ʔoʔ titɨh","""what now? shall we move along the main course here to the mountain up there?""",NA,NA,NA,NA,"p010736 p010737 p010738","? o ?"
"jeha1242","doreco_jeha1242_NarrLandscape2","CP","w003173","heʔ",654.63,654.73,"0179_doreco_jeha1242_NarrLandscape2","heʔ ya=ʔɛl lɛh tɔm ba=ʔaniʔ, was weʔ kah, braʔ kah","""we will have a look at the stream over there, if there are confluences or not""",NA,NA,NA,NA,"p010761 p010762 p010763","h e ?"
"jeha1242","doreco_jeha1242_NarrLandscape2","CP","w003174","ya",654.73,655.037,"0179_doreco_jeha1242_NarrLandscape2","heʔ ya=ʔɛl lɛh tɔm ba=ʔaniʔ, was weʔ kah, braʔ kah","""we will have a look at the stream over there, if there are confluences or not""",NA,NA,NA,NA,"p010764 p010765","j a"
"jeha1242","doreco_jeha1242_NarrLandscape2","CP","w003175","<<wip>>",655.037,655.6,"0179_doreco_jeha1242_NarrLandscape2","heʔ ya=ʔɛl lɛh tɔm ba=ʔaniʔ, was weʔ kah, braʔ kah","""we will have a look at the stream over there, if there are confluences or not""",NA,NA,NA,NA,"p010766","<<wip>>"
"jeha1242","doreco_jeha1242_NarrLandscape2","CP","w003176","ʔɛl",655.6,655.84,"0179_doreco_jeha1242_NarrLandscape2","heʔ ya=ʔɛl lɛh tɔm ba=ʔaniʔ, was weʔ kah, braʔ kah","""we will have a look at the stream over there, if there are confluences or not""",NA,NA,NA,NA,"p010767 p010768 p010769","? E l"
"jeha1242","doreco_jeha1242_NarrLandscape2","CP","w003177","lɛh",655.84,656.055,"0179_doreco_jeha1242_NarrLandscape2","heʔ ya=ʔɛl lɛh tɔm ba=ʔaniʔ, was weʔ kah, braʔ kah","""we will have a look at the stream over there, if there are confluences or not""",NA,NA,NA,NA,"p010770 p010771 p010772","l E h"
"jeha1242","doreco_jeha1242_NarrLandscape2","CP","w003197","bəraʔ",662.97,663.497,"0181_doreco_jeha1242_NarrLandscape2","cɨp-cɨp X, braʔ ka=was ʔoʔ","go-go, no confluences",NA,NA,NA,NA,"p010833 p010834 p010835 p010836 p010837","b @ r a ?"
"jeha1242","doreco_jeha1242_NarrLandscape2","CP","w003198","ka",663.497,663.747,"0181_doreco_jeha1242_NarrLandscape2","cɨp-cɨp X, braʔ ka=was ʔoʔ","go-go, no confluences",NA,NA,NA,NA,"p010838 p010839","k a"
"jeha1242","doreco_jeha1242_NarrLandscape2","CP","w003199","<<wip>>",663.747,664.013,"0181_doreco_jeha1242_NarrLandscape2","cɨp-cɨp X, braʔ ka=was ʔoʔ","go-go, no confluences",NA,NA,NA,NA,"p010840","<<wip>>"
"jeha1242","doreco_jeha1242_NarrLandscape2","CP","w003200","was",664.013,664.533,"0181_doreco_jeha1242_NarrLandscape2","cɨp-cɨp X, braʔ ka=was ʔoʔ","go-go, no confluences",NA,NA,NA,NA,"p010841 p010842 p010843","w a s"
"jeha1242","doreco_jeha1242_NarrLandscape2","CP","w003201","ʔoʔ",664.533,664.87,"0181_doreco_jeha1242_NarrLandscape2","cɨp-cɨp X, braʔ ka=was ʔoʔ","go-go, no confluences",NA,NA,NA,NA,"p010844 p010845 p010846","? o ?"
"jeha1242","doreco_jeha1242_NarrLandscape2","CP","w003337","<p:>",730.317,730.73,"0195_doreco_jeha1242_NarrLandscape2","braʔ wa=b=ʔuyih, ba=k... ba=cabaŋ ʔoʔ tuyih","""not down there, at the branch down there""",NA,NA,NA,NA,"p011272","<p:>"
"jeha1242","doreco_jeha1242_NarrLandscape2","CP","w003338","ba",730.73,730.995,"0195_doreco_jeha1242_NarrLandscape2","braʔ wa=b=ʔuyih, ba=k... ba=cabaŋ ʔoʔ tuyih","""not down there, at the branch down there""",NA,NA,NA,NA,"p011273 p011274","b a"
"jeha1242","doreco_jeha1242_NarrLandscape2","CP","w003339","<<wip>>",730.995,731.411,"0195_doreco_jeha1242_NarrLandscape2","braʔ wa=b=ʔuyih, ba=k... ba=cabaŋ ʔoʔ tuyih","""not down there, at the branch down there""",NA,NA,NA,NA,"p011275","<<wip>>"
"jeha1242","doreco_jeha1242_NarrLandscape2","CP","w003340","cabaŋ",731.411,731.849,"0195_doreco_jeha1242_NarrLandscape2","braʔ wa=b=ʔuyih, ba=k... ba=cabaŋ ʔoʔ tuyih","""not down there, at the branch down there""",NA,NA,NA,NA,"p011276 p011277 p011278 p011279 p011280","c a b a N"
"jeha1242","doreco_jeha1242_NarrLandscape2","CP","w003341","ʔoʔ",731.849,731.95,"0195_doreco_jeha1242_NarrLandscape2","braʔ wa=b=ʔuyih, ba=k... ba=cabaŋ ʔoʔ tuyih","""not down there, at the branch down there""",NA,NA,NA,NA,"p011281 p011282 p011283","? o ?"
"jeha1242","doreco_jeha1242_NarrLandscape2","CP","w003350","heʔ",735.474,735.59,"0196_doreco_jeha1242_NarrLandscape2","ba=cabaŋ ʔoʔ tuyih, X X baruʔ heʔ ya=ŋɔk k=heʔ ya=rihat","""to the branch down there, then we can sit and have a rest""",NA,NA,NA,NA,"p011312 p011313 p011314","h e ?"
"jeha1242","doreco_jeha1242_NarrLandscape2","CP","w003351","ya",735.59,735.906,"0196_doreco_jeha1242_NarrLandscape2","ba=cabaŋ ʔoʔ tuyih, X X baruʔ heʔ ya=ŋɔk k=heʔ ya=rihat","""to the branch down there, then we can sit and have a rest""",NA,NA,NA,NA,"p011315 p011316","j a"
"jeha1242","doreco_jeha1242_NarrLandscape2","CP","w003352","<<wip>>",735.906,736.074,"0196_doreco_jeha1242_NarrLandscape2","ba=cabaŋ ʔoʔ tuyih, X X baruʔ heʔ ya=ŋɔk k=heʔ ya=rihat","""to the branch down there, then we can sit and have a rest""",NA,NA,NA,NA,"p011317","<<wip>>"
"jeha1242","doreco_jeha1242_NarrLandscape2","CP","w003353","ŋɔk",736.074,736.485,"0196_doreco_jeha1242_NarrLandscape2","ba=cabaŋ ʔoʔ tuyih, X X baruʔ heʔ ya=ŋɔk k=heʔ ya=rihat","""to the branch down there, then we can sit and have a rest""",NA,NA,NA,NA,"p011318 p011319 p011320","N O k"
"jeha1242","doreco_jeha1242_NarrLandscape2","CP","w003354","kəheʔ",736.485,736.757,"0196_doreco_jeha1242_NarrLandscape2","ba=cabaŋ ʔoʔ tuyih, X X baruʔ heʔ ya=ŋɔk k=heʔ ya=rihat","""to the branch down there, then we can sit and have a rest""",NA,NA,NA,NA,"p011321 p011322 p011323 p011324 p011325","k @ h e ?"
"jeha1242","doreco_jeha1242_NarrLandscape2","CP","w003367","heʔ",743.377,743.489,"0198_doreco_jeha1242_NarrLandscape2","b=lbah heʔ ya=... heʔ ya=gəw","""which crest we shall move along""",NA,NA,NA,NA,"p011377 p011378 p011379","h e ?"
"jeha1242","doreco_jeha1242_NarrLandscape2","CP","w003368","ya",743.489,743.748,"0198_doreco_jeha1242_NarrLandscape2","b=lbah heʔ ya=... heʔ ya=gəw","""which crest we shall move along""",NA,NA,NA,NA,"p011380 p011381","j a"
"jeha1242","doreco_jeha1242_NarrLandscape2","CP","w003369","<<wip>>",743.748,744.85,"0198_doreco_jeha1242_NarrLandscape2","b=lbah heʔ ya=... heʔ ya=gəw","""which crest we shall move along""",NA,NA,NA,NA,"p011382","<<wip>>"
"jeha1242","doreco_jeha1242_NarrLandscape2","CP","w003370","gəw",744.85,745.3,"0198_doreco_jeha1242_NarrLandscape2","b=lbah heʔ ya=... heʔ ya=gəw","""which crest we shall move along""",NA,NA,NA,NA,"p011383 p011384 p011385","g @ w"
"jeha1242","doreco_jeha1242_NarrLandscape2","CP","w003371","<p:>",745.3,745.84,"<p:>","<p:>","<p:>",NA,NA,NA,NA,"p011386","<p:>"
"jeha1242","doreco_jeha1242_NarrLandscape2","CP","w003446","wek",780.476,780.754,"0209_doreco_jeha1242_NarrLandscape2","pɛ̃h ruk, ruk, ruk, ruk, wek ka=cabaŋ hayiʔ","we moved along the main course, there were branches too",NA,NA,NA,NA,"p011616 p011617 p011618","w e k"
"jeha1242","doreco_jeha1242_NarrLandscape2","CP","w003447","<<fs>ka>",780.754,781.317,"0209_doreco_jeha1242_NarrLandscape2","pɛ̃h ruk, ruk, ruk, ruk, wek ka=cabaŋ hayiʔ","we moved along the main course, there were branches too",NA,NA,NA,NA,"p011619","<<fs>ka>"
"jeha1242","doreco_jeha1242_NarrLandscape2","CP","w003448","<<wip>>",781.317,781.584,"0209_doreco_jeha1242_NarrLandscape2","pɛ̃h ruk, ruk, ruk, ruk, wek ka=cabaŋ hayiʔ","we moved along the main course, there were branches too",NA,NA,NA,NA,"p011620","<<wip>>"
"jeha1242","doreco_jeha1242_NarrLandscape2","CP","w003449","cabaŋ",781.584,782.07,"0209_doreco_jeha1242_NarrLandscape2","pɛ̃h ruk, ruk, ruk, ruk, wek ka=cabaŋ hayiʔ","we moved along the main course, there were branches too",NA,NA,NA,NA,"p011621 p011622 p011623 p011624 p011625","c a b a N"
"jeha1242","doreco_jeha1242_NarrLandscape2","CP","w003450","hayiʔ",782.07,782.41,"0209_doreco_jeha1242_NarrLandscape2","pɛ̃h ruk, ruk, ruk, ruk, wek ka=cabaŋ hayiʔ","we moved along the main course, there were branches too",NA,NA,NA,NA,"p011626 p011627 p011628 p011629 p011630","h a j i ?"
"jeha1242","doreco_jeha1242_NarrLandscape2","CP","w003493","lɛh",800.896,801.079,"0214_doreco_jeha1242_NarrLandscape2","tə̃h lɛh l=mit... lget ʔoʔ, k=weʔ ka=lget ʔoʔ ʔə̃h","""here's the source... the pass, its pass is here""",NA,NA,NA,NA,"p011750 p011751 p011752","l E h"
"jeha1242","doreco_jeha1242_NarrLandscape2","CP","w003494","lə",801.079,801.435,"0214_doreco_jeha1242_NarrLandscape2","tə̃h lɛh l=mit... lget ʔoʔ, k=weʔ ka=lget ʔoʔ ʔə̃h","""here's the source... the pass, its pass is here""",NA,NA,NA,NA,"p011753 p011754","l @"
"jeha1242","doreco_jeha1242_NarrLandscape2","CP","w003495","<<wip>>",801.435,802.746,"0214_doreco_jeha1242_NarrLandscape2","tə̃h lɛh l=mit... lget ʔoʔ, k=weʔ ka=lget ʔoʔ ʔə̃h","""here's the source... the pass, its pass is here""",NA,NA,NA,NA,"p011755","<<wip>>"
"jeha1242","doreco_jeha1242_NarrLandscape2","CP","w003496","mit",802.746,803.239,"0214_doreco_jeha1242_NarrLandscape2","tə̃h lɛh l=mit... lget ʔoʔ, k=weʔ ka=lget ʔoʔ ʔə̃h","""here's the source... the pass, its pass is here""",NA,NA,NA,NA,"p011756 p011757 p011758","m i t"
"jeha1242","doreco_jeha1242_NarrLandscape2","CP","w003497","<p:>",803.239,803.49,"0214_doreco_jeha1242_NarrLandscape2","tə̃h lɛh l=mit... lget ʔoʔ, k=weʔ ka=lget ʔoʔ ʔə̃h","""here's the source... the pass, its pass is here""",NA,NA,NA,NA,"p011759","<p:>"
"jeha1242","doreco_jeha1242_NarrLandscape2","CP","w003507","haheʔ",810.04,810.223,"0216_doreco_jeha1242_NarrLandscape2","ha=heʔ ya=jɔh... heʔ ya=gəw ʔoʔ tə̃h kah, ha=heʔ ya=ba=lget ʔoʔ tə̃h","""shall we ascend... shall we move along the crest here or shall we cross this pass here?""",NA,NA,NA,NA,"p011792 p011793 p011794 p011795 p011796","h a h e ?"
"jeha1242","doreco_jeha1242_NarrLandscape2","CP","w003508","ya",810.223,810.382,"0216_doreco_jeha1242_NarrLandscape2","ha=heʔ ya=jɔh... heʔ ya=gəw ʔoʔ tə̃h kah, ha=heʔ ya=ba=lget ʔoʔ tə̃h","""shall we ascend... shall we move along the crest here or shall we cross this pass here?""",NA,NA,NA,NA,"p011797 p011798","j a"
"jeha1242","doreco_jeha1242_NarrLandscape2","CP","w003509","<<wip>>",810.382,811.557,"0216_doreco_jeha1242_NarrLandscape2","ha=heʔ ya=jɔh... heʔ ya=gəw ʔoʔ tə̃h kah, ha=heʔ ya=ba=lget ʔoʔ tə̃h","""shall we ascend... shall we move along the crest here or shall we cross this pass here?""",NA,NA,NA,NA,"p011799","<<wip>>"
"jeha1242","doreco_jeha1242_NarrLandscape2","CP","w003510","jɔh",811.557,811.881,"0216_doreco_jeha1242_NarrLandscape2","ha=heʔ ya=jɔh... heʔ ya=gəw ʔoʔ tə̃h kah, ha=heʔ ya=ba=lget ʔoʔ tə̃h","""shall we ascend... shall we move along the crest here or shall we cross this pass here?""",NA,NA,NA,NA,"p011800 p011801 p011802","J\ O h"
"jeha1242","doreco_jeha1242_NarrLandscape2","CP","w003511","<p:>",811.881,811.956,"0216_doreco_jeha1242_NarrLandscape2","ha=heʔ ya=jɔh... heʔ ya=gəw ʔoʔ tə̃h kah, ha=heʔ ya=ba=lget ʔoʔ tə̃h","""shall we ascend... shall we move along the crest here or shall we cross this pass here?""",NA,NA,NA,NA,"p011803","<p:>"
"jeha1242","doreco_jeha1242_NarrLandscape2","CP","w003517","haheʔ",813.04,813.382,"0216_doreco_jeha1242_NarrLandscape2","ha=heʔ ya=jɔh... heʔ ya=gəw ʔoʔ tə̃h kah, ha=heʔ ya=ba=lget ʔoʔ tə̃h","""shall we ascend... shall we move along the crest here or shall we cross this pass here?""",NA,NA,NA,NA,"p011821 p011822 p011823 p011824 p011825","h a h e ?"
